food_no,category,food,measure,weight_g,water_pct,calories,protein_g,total_fat_g,sat_fat_g,mono_fat_g,poly_fat_g,cholesterol_mg,carbohydrate_g,fiber_g,calcium_mg,iron_mg,potassium_mg,sodium_mg,vit_a_iu,vit_a_re,thiamin_mg,riboflavin_mg,niacin_mg,vit_c_mg
692,"Cashews, salted",Oil roasted,1 cup,130,4,749,21,63,12.4,36.9,10.6,0,37,4.9,53,5.3,689,814,0,0,0.55,0.23,2.3,0
693,"Cashews, salted",,1 oz (18 nuts),28,4,163,5,14,2.7,8.1,2.3,0,8,1.1,12,1.2,150,177,0,0,0.12,0.05,0.5,0
694,"Cashews, salted","Chestnuts, European, roasted, shelled",1 cup,143,40,350,5,3,0.6,1.1,1.2,0,76,7.3,41,1.3,847,3,34,3,0.35,0.25,1.9,37
695,"Chickpeas, dry",Cooked,1 cup,164,60,269,15,4,0.4,1.0,1.9,0,45,12.5,80,4.7,477,11,44,5,0.19,0.10,0.9,2
696,"Chickpeas, dry","Canned, solids and liquid",1 cup,240,70,286,12,3,0.3,0.6,1.2,0,54,10.6,77,3.2,413,718,58,5,0.07,0.08,0.3,9
697,Raw,"Piece, about 2"" x 2"" x""",1 piece,45,47,159,1,15,13.4,0.6,0.2,0,7,4.1,6,1.1,160,9,0,0,0.03,0.01,0.2,1
698,Raw,"Shredded, not packed",1 cup,80,47,283,3,27,23.8,1.1,0.3,0,12,7.2,11,1.9,285,16,0,0,0.05,0.02,0.4,3
699,Raw,"Dried, sweetened, shredded",1 cup,93,13,466,3,33,29.3,1.4,0.4,0,44,4.2,14,1.8,313,244,0,0,0.03,0.02,0.4,1
700,Raw,"Hazelnuts (filberts), chopped",1 cup,115,5,722,17,70,5.1,52.5,9.1,0,19,11.2,131,5.4,782,0,46,5,0.74,0.13,2.1,7
701,Raw,,1 oz,28,5,178,4,17,1.3,12.9,2.2,0,5,2.7,32,1.3,193,0,11,1,0.18,0.03,0.5,2
702,Raw,"Hummus, commercial",1 tbsp,14,67,23,1,1,0.2,0.6,0.5,0,2,0.8,5,0.3,32,53,4,Tr,0.03,0.01,0.1,0
703,Raw,"Lentils, dry, cooked",1 cup,198,70,230,18,1,0.1,0.1,0.3,0,40,15.6,38,6.6,731,4,16,2,0.33,0.14,2.1,3
704,Raw,"Macadamia nuts, dry roasted, salted",1 cup,134,2,959,10,102,16.0,79.4,2.0,0,17,10.7,94,3.6,486,355,0,0,0.95,0.12,3.0,1
705,,,,,,,,,,,,0,4,2.3,20,0.8,103,75,0,0,0.20,0.02,0.6,Tr
706,"Mixed nuts, with peanuts,",Dry roasted,1 oz,28,2,168,5,15,2.0,8.9,3.1,0,7,2.6,20,1.0,169,190,4,Tr,0.06,0.06,1.3,Tr
707,"Mixed nuts, with peanuts,",Oil roasted,1 oz,28,2,175,5,16,2.5,9.0,3.8,0,6,2.6,31,0.9,165,185,5,1,0.14,0.06,1.4,Tr
708,Dry roasted,Salted,1 oz (about 28),28,2,166,7,14,2.0,7.0,4.4,0,6,2.3,15,0.6,187,230,0,0,0.12,0.03,3.8,0
709,Dry roasted,Unsalted,1 cup,146,2,854,35,73,10.1,36.0,22.9,0,31,11.7,79,3.3,961,9,0,0,0.64,0.14,19.7,0
710,Dry roasted,,1 oz (about 28),28,2,166,7,14,2.0,7.0,4.4,0,6,2.3,15,0.6,187,2,0,0,0.12,0.03,3.8,0
711,Dry roasted,"Oil roasted, salted",1 cup,144,2,837,38,71,9.9,35.2,22.4,0,27,13.2,127,2.6,982,624,0,0,0.36,0.16,20.6,0
712,Dry roasted,,1 oz,28,2,165,7,14,1.9,6.9,4.4,0,5,2.6,25,0.5,193,123,0,0,0.07,0.03,4.0,0
713,Regular,Smooth style,1 tbsp,16,1,95,4,8,1.7,3.9,2.2,0,3,0.9,6,0.3,107,75,0,0,0.01,0.02,2.1,0
714,Regular,Chunk style,1 tbsp,16,1,94,4,8,1.5,3.8,2.3,0,3,1.1,7,0.3,120,78,0,0,0.02,0.02,2.2,0
715,Regular,"Reduced fat, smooth",1 tbsp,18,1,94,5,6,1.3,2.9,1.8,0,6,0.9,6,0.3,120,97,0,0,0.05,0.01,2.6,0
716,Regular,"Peas, split, dry, cooked",1 cup,196,69,231,16,1,0.1,0.2,0.3,0,41,16.3,27,2.5,710,4,14,2,0.37,0.11,1.7,1
717,Regular,"Pecans, halves",1 cup,108,4,746,10,78,6.7,44.0,23.3,0,15,10.4,76,2.7,443,0,83,9,0.71,0.14,1.3,1
718,Regular,,1 oz (20 halves),28,4,196,3,20,1.8,11.6,6.1,0,4,2.7,20,0.7,116,0,22,2,0.19,0.04,0.3,Tr
719,Regular,"Pine nuts (pignolia), shelled",1 oz,28,7,160,7,14,2.2,5.4,6.1,0,4,1.3,7,2.6,170,1,8,1,0.23,0.05,1.0,1
720,Regular,,1 tbsp,9,7,49,2,4,0.7,1.6,1.8,0,1,0.4,2,0.8,52,Tr,2,Tr,0.07,0.02,0.3,Tr
721,Regular,"Pistachio nuts, dry roasted, with salt, shelled",1 oz (47 nuts),28,2,161,6,13,1.6,6.8,3.9,0,8,2.9,31,1.2,293,121,151,15,0.24,0.04,0.4,1
722,Regular,"Pumpkin and squash kernels, roasted, with salt 1 oz (142 seeds)",,28,7,148,9,12,2.3,3.7,5.4,0,4,1.1,12,4.2,229,163,108,11,0.06,0.09,0.5,1
723,Regular,"Refried beans, canned",1 cup,252,76,237,14,3,1.2,1.4,0.4,20,39,13.4,88,4.2,673,753,0,0,0.07,0.04,0.8,15
724,Regular,Sesame seeds,1 tbsp,8,5,47,2,4,0.6,1.7,1.9,0,1,0.9,10,0.6,33,3,5,1,0.06,0.01,0.4,0
725,Regular,"Soybeans, dry, cooked",1 cup,172,63,298,29,15,2.2,3.4,8.7,0,17,10.3,175,8.8,886,2,15,2,0.27,0.49,0.7,3
726,Soy products,Miso,1 cup,275,41,567,32,17,2.4,3.7,9.4,0,77,14.9,182,7.5,451,10029,239,25,0.27,0.69,2.4,0
727,Soy products,Soy milk,1 cup,245,93,81,7,5,0.5,0.8,2.0,0,4,3.2,10,1.4,345,29,78,7,0.39,0.17,0.4,0
728,Tofu,Firm,block,81,84,62,7,4,0.5,0.8,2.0,0,2,0.3,131,1.2,143,6,6,1,0.08,0.08,Tr,Tr
729,Tofu,"Soft, piece 2"" x 2"" x 1""",1 piece,120,87,73,8,4,0.6,1.0,2.5,0,2,0.2,133,1.3,144,10,8,1,0.06,0.04,0.6,Tr
730,Tofu,"Sunflower seed kernels, dry roasted, with salt",cup,32,1,186,6,16,1.7,3.0,10.5,0,8,2.9,22,1.2,272,250,0,0,0.03,0.08,2.3,Tr
731,Tofu,,1 oz,28,1,165,5,14,1.5,2.7,9.3,0,7,2.6,20,1.1,241,221,0,0,0.03,0.07,2.0,Tr
732,Tofu,Tahini,1 tbsp,15,3,89,3,8,1.1,3.0,3.5,0,3,1.4,64,1.3,62,17,10,1,0.18,0.07,0.8,0
733,Tofu,"Walnuts, English","1 cup, chopped",120,4,785,18,78,7.4,10.7,56.6,0,16,8.0,125,3.5,529,2,49,5,0.41,0.18,2.3,2
734,Tofu,,1 oz (14 halves),28,4,185,4,18,1.7,2.5,13.4,0,4,1.9,29,0.8,125,1,12,1,0.10,0.04,0.5,Tr
735,"Relatively fat, such as",Lean and fat,3 oz,85,47,293,23,22,8.7,9.4,0.8,88,0,0.0,11,2.6,196,54,0,0,0.06,0.20,2.1,0
736,"Relatively fat, such as",Lean only,3 oz,85,55,213,26,11,4.3,4.8,0.4,90,0,0.0,11,3.1,224,60,0,0,0.07,0.24,2.3,0
737,"Relatively lean, such as",Lean and fat,3 oz,85,52,234,24,14,5.4,6.2,0.5,82,0,0.0,5,2.7,240,43,0,0,0.06,0.20,3.2,0
738,"Relatively lean, such as",Lean only,3 oz,85,58,178,27,7,2.4,3.1,0.3,82,0,0.0,4,2.9,262,43,0,0,0.06,0.22,3.5,0
739,"Ground beef, broiled",83% lean,3 oz,85,57,218,22,14,5.5,6.1,0.5,71,0,0.0,6,2.0,266,60,0,0,0.05,0.23,4.2,0
740,"Ground beef, broiled",79% lean,3 oz,85,56,231,21,16,6.2,6.9,0.6,74,0,0.0,9,1.8,256,65,0,0,0.04,0.18,4.4,0
741,"Ground beef, broiled",73% lean,3 oz,85,54,246,20,18,6.9,7.7,0.7,77,0,0.0,9,2.1,248,71,0,0,0.03,0.16,4.9,0
742,"Ground beef, broiled","Liver, fried, slice, 6"" x 2"" x""",3 oz,85,56,184,23,7,2.3,1.4,1.5,410,7,0.0,9,5.3,309,90,30689,9120,0.18,3.52,12.3,20
743,"Relatively fat, such as rib,",Lean and fat,3 oz,85,47,304,19,25,9.9,10.6,0.9,71,0,0.0,9,2.0,256,54,0,0,0.06,0.14,2.9,0
744,"Relatively fat, such as rib,",Lean only,3 oz,85,59,195,23,11,4.2,4.5,0.3,68,0,0.0,9,2.4,318,61,0,0,0.07,0.18,3.5,0
745,"Relatively lean, such as eye",Lean and fat,3 oz,85,59,195,23,11,4.2,4.7,0.4,61,0,0.0,5,1.6,308,50,0,0,0.07,0.14,3.0,0
746,"Relatively lean, such as eye",Lean only,3 oz,85,65,143,25,4,1.5,1.8,0.1,59,0,0.0,4,1.7,336,53,0,0,0.08,0.14,3.2,0
747,"Steak, sirloin, broiled, piece,",Lean and fat,3 oz,85,57,219,24,13,5.2,5.6,0.5,77,0,0.0,9,2.6,311,54,0,0,0.09,0.23,3.3,0
748,"Steak, sirloin, broiled, piece,",Lean only,3 oz,85,62,166,26,6,2.4,2.6,0.2,76,0,0.0,9,2.9,343,56,0,0,0.11,0.25,3.6,0
749,"Steak, sirloin, broiled, piece,","Beef, canned, corned",3 oz,85,58,213,23,13,5.3,5.1,0.5,73,0,0.0,10,1.8,116,855,0,0,0.02,0.12,2.1,0
750,"Steak, sirloin, broiled, piece,","Beef, dried, chipped",1 oz,28,57,47,8,1,0.5,0.5,0.1,12,Tr,0.0,2,1.3,126,984,0,0,0.02,0.06,1.5,0
751,"Arm, braised",Lean and fat,3 oz,85,44,294,26,20,8.4,8.7,1.5,102,0,0.0,21,2.0,260,61,0,0,0.06,0.21,5.7,0
752,"Arm, braised",Lean only,3 oz,85,49,237,30,12,4.3,5.2,0.8,103,0,0.0,22,2.3,287,65,0,0,0.06,0.23,5.4,0
753,"Loin, broiled",Lean and fat,3 oz,85,52,269,21,20,8.4,8.2,1.4,85,0,0.0,17,1.5,278,65,0,0,0.09,0.21,6.0,0
754,"Loin, broiled",Lean only,3 oz,85,61,184,25,8,3.0,3.6,0.5,81,0,0.0,16,1.7,320,71,0,0,0.09,0.24,5.8,0
755,Mono- Poly-,Lean and fat,3 oz,85,57,219,22,14,5.9,5.9,1.0,79,0,0.0,9,1.7,266,56,0,0,0.09,0.23,5.6,0
756,Mono- Poly-,Lean only,3 oz,85,64,162,24,7,2.3,2.9,0.4,76,0,0.0,7,1.8,287,58,0,0,0.09,0.25,5.4,0
757,Mono- Poly-,Lean and fat,3 oz,85,48,305,18,25,10.9,10.6,1.8,82,0,0.0,19,1.4,230,62,0,0,0.08,0.18,5.7,0
758,Mono- Poly-,Lean only,3 oz,85,60,197,22,11,4.0,5.0,0.7,75,0,0.0,18,1.5,268,69,0,0,0.08,0.20,5.2,0
759,Bacon,Regular,3 medium slices,19,13,109,6,9,3.3,4.5,1.1,16,Tr,0.0,2,0.3,92,303,0,0,0.13,0.05,1.4,0
760,Bacon,Canadian style (6 slices per 6-oz pkg),2 slices,47,62,86,11,4,1.3,1.9,0.4,27,1,0.0,5,0.4,181,719,0,0,0.38,0.09,3.2,0
761,Bacon,Lean and fat,3 oz,85,58,207,18,14,5.1,6.7,1.5,53,0,0.0,6,0.7,243,1009,0,0,0.51,0.19,3.8,0
762,Bacon,Lean only,3 oz,85,66,133,21,5,1.6,2.2,0.5,47,0,0.0,6,0.8,269,1128,0,0,0.58,0.22,4.3,0
763,Bacon,"Ham, canned, roasted, 2 pieces, 4"" x 2"" x""",3 oz,85,67,142,18,7,2.4,3.5,0.8,35,Tr,0.0,6,0.9,298,908,0,0,0.82,0.21,4.3,0
764,Broiled,Lean and fat,3 oz,85,58,204,24,11,4.1,5.0,0.8,70,0,0.0,28,0.7,304,49,8,3,0.91,0.24,4.5,Tr
765,Broiled,Lean only,3 oz,85,61,172,26,7,2.5,3.1,0.5,70,0,0.0,26,0.7,319,51,7,2,0.98,0.26,4.7,Tr
766,Pan fried,Lean and fat,3 oz,85,53,235,25,14,5.1,6.0,1.6,78,0,0.0,23,0.8,361,68,7,2,0.97,0.26,4.8,1
767,Pan fried,Lean only,3 oz,85,57,197,27,9,3.1,3.8,1.1,78,0,0.0,20,0.8,382,73,7,2,1.06,0.28,5.1,1
768,"Ham (leg), roasted, piece,",Lean and fat,3 oz,85,55,232,23,15,5.5,6.7,1.4,80,0,0.0,12,0.9,299,51,9,3,0.54,0.27,3.9,Tr
769,"Ham (leg), roasted, piece,",Lean only,3 oz,85,61,179,25,8,2.8,3.8,0.7,80,0,0.0,6,1.0,317,54,8,3,0.59,0.30,4.2,Tr
770,"Ham (leg), roasted, piece,",Lean and fat,3 oz,85,56,217,23,13,5.0,5.9,1.1,62,0,0.0,24,0.8,358,39,5,2,0.62,0.26,5.2,Tr
771,"Ham (leg), roasted, piece,",Lean only,3 oz,85,59,190,24,9,3.7,4.5,0.7,60,0,0.0,22,0.8,371,40,5,2,0.64,0.27,5.5,Tr
772,"Ribs, lean and fat, cooked","Backribs, roasted",3 oz,85,45,315,21,25,9.3,11.4,2.0,100,0,0.0,38,1.2,268,86,8,3,0.36,0.17,3.0,Tr
773,"Ribs, lean and fat, cooked","Country style, braised",3 oz,85,54,252,20,18,6.8,7.9,1.6,74,0,0.0,25,1.0,279,50,7,2,0.43,0.22,3.3,1
774,"Ribs, lean and fat, cooked","Spareribs, braised",3 oz,85,40,337,25,26,9.5,11.5,2.3,103,0,0.0,40,1.6,272,79,9,3,0.35,0.32,4.7,0
775,"Ribs, lean and fat, cooked",Lean and fat,3 oz,85,48,280,24,20,7.2,8.8,1.9,93,0,0.0,15,1.4,314,75,8,3,0.46,0.26,4.4,Tr
776,"Ribs, lean and fat, cooked",Lean only,3 oz,85,54,211,27,10,3.5,4.9,1.0,97,0,0.0,7,1.7,344,87,7,2,0.51,0.31,5.0,Tr
777,Sausages and luncheon meats,"Bologna, beef and pork (8 slices per 8-oz pkg)",2 slices,57,54,180,7,16,6.1,7.6,1.4,31,2,0.0,7,0.9,103,581,0,0,0.10,0.08,1.5,0
778,Sausages and luncheon meats,Braunschweiger (6 slices per 6-oz pkg),2 slices,57,48,205,8,18,6.2,8.5,2.1,89,2,0.0,5,5.3,113,652,8009,2405,0.14,0.87,4.8,0
779,Sausages and luncheon meats,"Brown and serve, cooked, link, 4"" x"" raw",2 links,26,45,103,4,9,3.4,4.5,1.0,18,1,0.0,3,0.3,49,209,0,0,0.09,0.04,0.9,0
780,"Canned, minced luncheon meat","Pork, ham, and chicken, reduced sodium (7 slices per 7-oz can)",2 slices,57,56,172,7,15,5.1,7.1,1.5,43,1,0.0,0,0.4,321,539,0,0,0.15,0.10,1.8,18
781,"Canned, minced luncheon meat",Pork with ham (12 slices per 12-oz can),2 slices,57,52,188,8,17,5.7,7.7,1.2,40,1,0.0,0,0.4,233,758,0,0,0.18,0.10,2.0,0
782,"Canned, minced luncheon meat",Pork and chicken (12 slices per 12-oz can),2 slices,57,64,117,9,8,2.7,3.8,0.8,43,1,0.0,0,0.7,352,539,0,0,0.10,0.12,2.0,18
783,Mono- Poly-,Chopped ham (8 slices per 6-oz pkg),2 slices,21,64,48,4,4,1.2,1.7,0.4,11,0,0.0,1,0.2,67,288,0,0,0.13,0.04,0.8,0
784,Mono- Poly-,Regular,2 slices,57,65,104,10,6,1.9,2.8,0.7,32,2,0.0,4,0.6,189,751,0,0,0.49,0.14,3.0,0
785,Mono- Poly-,Extra lean,2 slices,57,71,75,11,3,0.9,1.3,0.3,27,1,0.0,4,0.4,200,815,0,0,0.53,0.13,2.8,0
786,Mono- Poly-,Beef and pork,1 frank,45,54,144,5,13,4.8,6.2,1.2,23,1,0.0,5,0.5,75,504,0,0,0.09,0.05,1.2,0
787,Mono- Poly-,Beef,1 frank,45,55,142,5,13,5.4,6.1,0.6,27,1,0.0,9,0.6,75,462,0,0,0.02,0.05,1.1,0
788,"Pork sausage, fresh, cooked","Link (4"" x"" raw)",2 links,26,45,96,5,8,2.8,3.6,1.0,22,Tr,0.0,8,0.3,94,336,0,0,0.19,0.07,1.2,1
789,"Pork sausage, fresh, cooked","Patty (3"" x"" raw)",1 patty,27,45,100,5,8,2.9,3.8,1.0,22,Tr,0.0,9,0.3,97,349,0,0,0.20,0.07,1.2,1
790,"Salami, beef and pork",Cooked type (8 slices per 8-oz pkg),2 slices,57,60,143,8,11,4.6,5.2,1.2,37,1,0.0,7,1.5,113,607,0,0,0.14,0.21,2.0,0
791,"Salami, beef and pork","Dry type, slice, 3"" x n""",2 slices,20,35,84,5,7,2.4,3.4,0.6,16,1,0.0,2,0.3,76,372,0,0,0.12,0.06,1.0,0
792,"Salami, beef and pork","Sandwich spread (pork, beef)",1 tbsp,15,60,35,1,3,0.9,1.1,0.4,6,2,Tr,2,0.1,17,152,13,1,0.03,0.02,0.3,0
793,"Salami, beef and pork",Vienna sausage (7 per 4-oz can),1 sausage,16,60,45,2,4,1.5,2.0,0.3,8,Tr,0.0,2,0.1,16,152,0,0,0.01,0.02,0.3,0
794,"Veal, lean and fat, cooked","Cutlet, braised, 4"" x 2"" x""",3 oz,85,55,179,31,5,2.2,2.0,0.4,114,0,0.0,7,1.1,326,57,0,0,0.05,0.30,9.0,0
795,"Veal, lean and fat, cooked","Rib, roasted, 2 pieces, 4"" x 2"" x""",3 oz,85,60,194,20,12,4.6,4.6,0.8,94,0,0.0,9,0.8,251,78,0,0,0.04,0.23,5.9,0
796,Mixed dishes,"Beef macaroni, frozen, HEALTHY CHOICE",1 package,240,78,211,14,2,0.7,1.2,0.3,14,33,4.6,46,2.7,365,444,514,50,0.28,0.16,3.1,58
797,Mixed dishes,"Beef stew, canned",1 cup,232,82,218,11,12,5.2,5.5,0.5,37,16,3.5,28,1.6,404,947,3860,494,0.17,0.14,2.9,10
798,Mixed dishes,"Chicken pot pie, frozen",1 small pie,217,60,484,13,29,9.7,12.5,4.5,41,43,1.7,33,2.1,256,857,2285,343,0.25,0.36,4.1,2
799,Mixed dishes,"Chili con carne with beans, canned",1 cup,222,74,255,20,8,2.1,2.2,1.4,24,24,8.2,67,3.3,608,1032,884,93,0.15,0.15,2.1,1
800,Mixed dishes,"Macaroni and cheese, canned, made with corn oil",1 cup,252,82,199,8,6,3.0,NA,1.3,8,29,3.0,113,2.0,123,1058,713,NA,0.28,0.25,2.5,0
801,Mixed dishes,"Meatless burger crumbles, MORNINGSTAR FARMS",1 cup,110,60,231,22,13,3.3,4.6,4.9,0,7,5.1,79,6.4,178,476,0,0,9.92,0.35,3.0,0
802,Mixed dishes,"Meatless burger patty, frozen, MORNINGSTAR FARMS",1 patty,85,71,91,14,1,0.1,0.3,0.2,0,8,4.3,87,2.9,434,383,0,0,0.26,0.55,4.1,0
803,Mixed dishes,"Pasta with meatballs in tomato sauce, canned",1 cup,252,78,260,11,10,4.0,4.2,0.6,20,31,6.8,28,2.3,416,1053,920,93,0.19,0.16,3.3,8
804,Mixed dishes,"Spaghetti bolognese (meat sauce), frozen, HEALTHY CHOICE",1 package,283,78,255,14,3,1.0,0.9,0.9,17,43,5.1,51,3.5,408,473,492,48,0.35,3.77,0.5,15
805,Mixed dishes,"Spaghetti in tomato sauce with cheese, canned",1 cup,252,80,192,6,2,0.7,0.3,0.3,8,39,7.8,40,2.8,305,963,932,58,0.35,0.28,4.5,10
806,Mixed dishes,"Spinach souffle, home-prepared",1 cup,136,74,219,11,18,7.1,6.8,3.1,184,3,NA,230,1.3,201,763,3461,675,0.09,0.30,0.5,3
807,Mixed dishes,"Tortellini, pasta with cheese filling, frozen cup (yields 1",cup cooked),81,31,249,11,6,2.9,1.7,0.4,34,38,1.5,123,1.2,72,279,50,13,0.25,0.25,2.2,0
808,Breakfast items,Biscuit with egg and sausage,1 biscuit,180,43,581,19,39,15.0,16.4,4.4,302,41,0.9,155,4.0,320,1141,635,164,0.50,0.45,3.6,0
809,Breakfast items,"Croissant with egg, cheese, bacon 1 croissant",,129,44,413,16,28,15.4,9.2,1.8,215,24,NA,151,2.2,201,889,472,120,0.35,0.34,2.2,2
810,Danish pastry,Cheese filled,1 pastry,91,34,353,6,25,5.1,15.6,2.4,20,29,NA,70,1.8,116,319,155,43,0.26,0.21,2.5,3
811,Danish pastry,Fruit filled,1 pastry,94,29,335,5,16,3.3,10.1,1.6,19,45,NA,22,1.4,110,333,86,24,0.29,0.21,1.8,2
812,Danish pastry,"English muffin with egg, cheese, Canadian bacon",1 muffin,137,57,289,17,13,4.7,4.7,1.6,234,27,1.5,151,2.4,199,729,586,156,0.49,0.45,3.3,2
813,Danish pastry,French toast with butter,2 slices,135,51,356,10,19,7.7,7.1,2.4,116,36,NA,73,1.9,177,513,473,146,0.58,0.50,3.9,Tr
814,Danish pastry,French toast sticks,5 sticks,141,30,513,8,29,4.7,12.6,9.9,75,58,2.7,78,3.0,127,499,45,13,0.23,0.25,3.0,0
815,Danish pastry,Hashed brown potatoes,cup,72,60,151,2,9,4.3,3.9,0.5,9,16,NA,7,0.5,267,290,18,3,0.08,0.01,1.1,5
816,Danish pastry,"Pancakes with butter, syrup",2 pancakes,232,50,520,8,14,5.9,5.3,2.0,58,91,NA,128,2.6,251,1104,281,70,0.39,0.56,3.4,3
817,Burrito,With beans and cheese,1 burrito,93,54,189,8,6,3.4,1.2,0.9,14,27,NA,107,1.1,248,583,625,119,0.11,0.35,1.8,1
818,Burrito,With beans and meat,1 burrito,116,52,255,11,9,4.2,3.5,0.6,24,33,NA,53,2.5,329,670,319,32,0.27,0.42,2.7,1
819,"Regular size, with condiments","Double patty with mayo type dressing, vegetables",1 sandwich,166,51,417,21,21,8.7,7.8,2.7,60,35,NA,171,3.4,335,1051,398,65,0.35,0.28,8.1,2
820,"Regular size, with condiments",Single patty,1 sandwich,113,48,295,16,14,6.3,5.3,1.1,37,27,NA,111,2.4,223,616,462,94,0.25,0.23,3.7,2
821,"Regular size, plain",Double patty,1 sandwich,155,42,457,28,28,13.0,11.0,1.9,110,22,NA,233,3.4,308,636,332,79,0.25,0.37,6.0,0
822,"Regular size, plain",Double patty with 3-piece bun,1 sandwich,160,43,461,22,22,9.5,8.3,1.8,80,44,NA,224,3.7,285,891,277,66,0.34,0.38,6.0,0
823,"Regular size, plain",Single patty,1 sandwich,102,37,319,15,15,6.5,5.8,1.5,50,32,NA,141,2.4,164,500,153,37,0.40,0.40,3.7,0
824,"Large, with condiments","Single patty with mayo type dressing, vegetables",1 sandwich,219,53,563,28,33,15.0,12.6,2.0,88,38,NA,206,4.7,445,1108,613,129,0.39,0.46,7.4,8
825,"Large, with condiments",Single patty with bacon,1 sandwich,195,44,608,32,37,16.2,14.5,2.7,111,37,NA,162,4.7,332,1043,406,80,0.31,0.41,6.6,2
826,"Large, with condiments","Chicken fillet (breaded and fried) sandwich, plain",1 sandwich,182,47,515,24,29,8.5,10.4,8.4,60,39,NA,60,4.7,353,957,100,31,0.33,0.24,6.8,9
827,"Large, with condiments","Chicken pieces, boneless, breaded and fried, plain",6 pieces,106,47,319,18,21,4.7,10.5,4.6,61,15,0.0,14,0.9,305,513,0,0,0.12,0.16,7.5,0
828,"Large, with condiments",Chili con carne,1 cup,253,77,256,25,8,3.4,3.4,0.5,134,22,NA,68,5.2,691,1007,1662,167,0.13,1.14,2.5,2
829,"Large, with condiments",Chimichanga with beef,1 chimichanga,174,51,425,20,20,8.5,8.1,1.1,9,43,NA,63,4.5,586,910,146,16,0.49,0.64,5.8,5
830,"Large, with condiments",Coleslaw,cup,99,74,147,1,11,1.6,2.4,6.4,5,13,NA,34,0.7,177,267,338,50,0.04,0.03,0.1,8
831,Desserts,"Ice milk, soft, vanilla, in cone",1 cone,103,65,164,4,6,3.5,1.8,0.4,28,24,0.1,153,0.2,169,92,211,52,0.05,0.26,0.3,1
832,Desserts,"Pie, fried, with fruit filling (5"" x 3"")",1 pie,128,38,404,4,21,3.1,9.5,6.9,0,55,3.3,28,1.6,83,479,35,4,0.18,0.14,1.8,2
833,Desserts,"Sundae, hot fudge",1 sundae,158,60,284,6,9,5.0,2.3,0.8,21,48,0.0,207,0.6,395,182,221,57,0.06,0.30,1.1,2
834,Desserts,Enchilada with cheese 1 enchilada,,163,63,319,10,19,10.6,6.3,0.8,44,29,NA,324,1.3,240,784,1161,186,0.08,0.42,1.9,1
835,Desserts,"Fish sandwich, with tartar sauce and cheese",1 sandwich,183,45,523,21,29,8.1,8.9,9.4,68,48,NA,185,3.5,353,939,432,97,0.46,0.42,4.2,3
836,Desserts,French fries,1 small,85,35,291,4,16,3.3,9.0,2.7,0,34,3.0,12,0.7,586,168,0,0,0.07,0.03,2.4,10
837,Desserts,,1 medium,134,35,458,6,25,5.2,14.3,4.2,0,53,4.7,19,1.0,923,265,0,0,0.11,0.05,3.8,16
838,Desserts,,1 large,169,35,578,7,31,6.5,18.0,5.3,0,67,5.9,24,1.3,1164,335,0,0,0.14,0.07,4.8,20
839,Desserts,"Frijoles (refried beans, chili sauce, cheese)",1 cup,167,69,225,11,8,4.1,2.6,0.7,37,29,NA,189,2.2,605,882,456,70,0.13,0.33,1.5,2
840,"Regular size, with condiments",Double patty,1 sandwich,215,51,576,32,32,12.0,14.1,2.8,103,39,NA,92,5.5,527,742,54,4,0.34,0.41,6.7,1
841,"Regular size, with condiments",Single patty,1 sandwich,106,45,272,12,10,3.6,3.4,1.0,30,34,2.3,126,2.7,251,534,74,10,0.29,0.24,3.9,2
842,"Large, with condiments,",Double patty,1 sandwich,226,54,540,34,27,10.5,10.3,2.8,122,40,NA,102,5.9,570,791,102,11,0.36,0.38,7.6,1
843,"Large, with condiments,",Single patty,1 sandwich,218,56,512,26,27,10.4,11.4,2.2,87,40,NA,96,4.9,480,824,312,33,0.41,0.37,7.3,3
844,Hot dog,Plain,1 sandwich,98,54,242,10,15,5.1,6.9,1.7,44,18,NA,24,2.3,143,670,0,0,0.24,0.27,3.6,Tr
845,Hot dog,With chili,1 sandwich,114,48,296,14,13,4.9,6.6,1.2,51,31,NA,19,3.3,166,480,58,6,0.22,0.40,3.7,3
846,Hot dog,With corn flour coating (corndog),1 corndog,175,47,460,17,19,5.2,9.1,3.5,79,56,NA,102,6.2,263,973,207,37,0.28,0.70,4.2,0
847,Hot dog,Hush puppies,5 pieces,78,32,257,5,12,2.7,7.8,0.4,135,35,NA,69,1.4,188,965,94,27,0.00,0.02,2.0,0
848,Hot dog,Mashed potatoes,cup,80,79,66,2,1,0.4,0.3,0.2,2,13,NA,17,0.4,235,182,33,8,0.07,0.04,1.0,Tr
849,Hot dog,"Nachos, with cheese sauce",6-8 nachos,113,40,346,9,19,7.8,8.0,2.2,18,36,NA,272,1.3,172,816,559,92,0.19,0.37,1.5,1
850,Hot dog,"Onion rings, breaded and fried",8-9 rings,83,37,276,4,16,7.0,6.7,0.7,14,31,NA,73,0.8,129,430,8,1,0.08,0.10,0.9,1
851,Hot dog,Cheese,1 slice,63,48,140,8,3,1.5,1.0,0.5,9,21,NA,117,0.6,110,336,382,74,0.18,0.16,2.5,1
852,Hot dog,Meat and vegetables,1 slice,79,48,184,13,5,1.5,2.5,0.9,21,21,NA,101,1.5,179,382,524,101,0.21,0.17,2.0,2
853,Hot dog,Pepperoni,1 slice,71,47,181,10,7,2.2,3.1,1.2,14,20,NA,65,0.9,153,267,282,55,0.13,0.23,3.0,2
