food_no,category,food,measure,weight_g,water_pct,calories,protein_g,total_fat_g,sat_fat_g,mono_fat_g,poly_fat_g,cholesterol_mg,carbohydrate_g,fiber_g,calcium_mg,iron_mg,potassium_mg,sodium_mg,vit_a_iu,vit_a_re,thiamin_mg,riboflavin_mg,niacin_mg,vit_c_mg
3,Raw,per lb),1 apple,138,84,81,Tr,Tr,0.1,Tr,0.1,,,,,,,,,,,,,
32,Mono- Poly-,Cranberry juice cocktail,8 fl oz,253,86,144,0,Tr,Tr,Tr,0.1,0,36,0.3,8,0.4,46,5,10,0,0.02,0.02,0.1,90
33,Mono- Poly-,Fruit punch drink,8 fl oz,248,88,117,0,0,Tr,Tr,Tr,0,30,0.2,20,0.5,62,55,35,2,0.05,0.06,0.1,73
34,Mono- Poly-,Grape drink,8 fl oz,250,88,113,0,0,Tr,0.0,Tr,0,29,0.0,8,0.4,13,15,3,0,0.01,0.01,0.1,85
35,Mono- Poly-,Pineapple grapefruit juice drink,8 fl oz,250,88,118,1,Tr,Tr,Tr,0.1,0,29,0.3,18,0.8,153,35,88,10,0.08,0.04,0.7,115
36,Mono- Poly-,Pineapple orange juice drink,8 fl oz,250,87,125,3,0,0.0,0.0,0.0,0,30,0.3,13,0.7,115,8,1328,133,0.08,0.05,0.5,56
37,Lemonade,"Frozen concentrate, prepared",8 fl oz,248,89,99,Tr,0,Tr,Tr,Tr,0,26,0.2,7,0.4,37,7,52,5,0.01,0.05,Tr,10
38,Lemonade,Regular,8 fl oz,266,89,112,0,0,Tr,Tr,Tr,0,29,0.0,29,0.1,3,19,0,0,0.00,Tr,0.0,34
39,Lemonade,"Low calorie, sweetened with aspartame",8 fl oz,237,99,5,0,0,0.0,0.0,0.0,0,1,0.0,50,0.1,0,7,0,0,0.00,0.00,0.0,6
40,Chocolate,Powder 3 heaping,tsp,21,3,75,1,1,0.4,0.2,0.1,1,18,0.2,93,3.6,251,125,2751,824,0.64,0.86,10.7,32
41,Chocolate,Prepared,1 cup,265,81,225,9,9,5.5,2.6,0.4,34,29,0.3,384,3.8,620,244,3058,901,0.73,1.26,10.9,34
42,Natural,Powder 4-5 heaping,tsp,21,3,80,2,1,0.3,0.2,0.1,4,17,0.1,79,3.5,203,85,2222,668,0.62,0.75,10.2,27
43,Natural,Prepared,1 cup,265,81,231,10,9,5.4,2.5,0.4,34,28,0.0,371,3.6,572,204,2531,742,0.71,1.14,10.4,29
44,Dairy Products,"Rice beverage, canned (RICE DREAM)",1 cup,245,89,120,Tr,2,0.2,1.3,0.3,0,25,0.0,20,0.2,69,86,5,0,0.08,0.01,1.9,1
45,Brewed,Black,6 fl oz,178,100,2,0,0,Tr,Tr,Tr,0,1,0.0,0,Tr,66,5,0,0,0.00,0.02,0.0,0
46,Herb,Chamomile,6 fl oz,178,100,2,0,0,Tr,Tr,Tr,0,Tr,0.0,4,0.1,16,2,36,4,0.02,0.01,0.0,0
47,Herb,Other than chamomile,6 fl oz,178,100,2,0,0,Tr,Tr,Tr,0,Tr,0.0,4,0.1,16,2,0,0,0.02,0.01,0.0,0
48,"Instant, powder, prepared",Unsweetened,8 fl oz,237,100,2,0,0,0.0,0.0,0.0,0,Tr,0.0,5,Tr,47,7,0,0,0.00,Tr,0.1,0
49,"Instant, powder, prepared","Sweetened, lemon flavor",8 fl oz,259,91,88,Tr,0,Tr,Tr,Tr,0,22,0.0,5,0.1,49,8,0,0,0.00,0.05,0.1,0
50,"Instant, powder, prepared","Sweetened with saccharin, lemon flavor",8 fl oz,237,99,5,0,0,0.0,0.0,Tr,0,1,0.0,5,0.1,40,24,0,0,0.00,0.01,0.1,0
51,,,,,,,,,,,,0,0,0.0,5,Tr,0,7,0,0,0.00,0.00,0.0,0
52,Natural,Blue,1 oz,28,42,100,6,8,5.3,2.2,0.2,21,1,0.0,150,0.1,73,396,204,65,0.01,0.11,0.3,0
53,Natural,Camembert (3 wedges per 4-oz container),1 wedge,38,52,114,8,9,5.8,2.7,0.3,27,Tr,0.0,147,0.1,71,320,351,96,0.01,0.19,0.2,0
54,Cheddar,Cut pieces,1 oz,28,37,114,7,9,6.0,2.7,0.3,30,Tr,0.0,204,0.2,28,176,300,79,0.01,0.11,Tr,0
55,Cheddar,1 cubic inch,,17,37,68,4,6,3.6,1.6,0.2,18,Tr,0.0,123,0.1,17,105,180,47,Tr,0.06,Tr,0
56,Cheddar,Shredded,1 cup,113,37,455,28,37,23.8,10.6,1.1,119,1,0.0,815,0.8,111,701,1197,314,0.03,0.42,0.1,0
57,Cottage,Large curd,1 cup,225,79,233,28,10,6.4,2.9,0.3,34,6,0.0,135,0.3,190,911,367,108,0.05,0.37,0.3,0
58,Cottage,Small curd,1 cup,210,79,217,26,9,6.0,2.7,0.3,31,6,0.0,126,0.3,177,850,342,101,0.04,0.34,0.3,0
59,Cottage,With fruit,1 cup,226,72,279,22,8,4.9,2.2,0.2,25,30,0.0,108,0.2,151,915,278,81,0.04,0.29,0.2,0
60,Cottage,Low fat (2%),1 cup,226,79,203,31,4,2.8,1.2,0.1,19,8,0.0,155,0.4,217,918,158,45,0.05,0.42,0.3,0
61,Cottage,Low fat (1%),1 cup,226,82,164,28,2,1.5,0.7,0.1,10,6,0.0,138,0.3,193,918,84,25,0.05,0.37,0.3,0
62,Cottage,"Uncreamed (dry curd, less than % fat)",1 cup,145,80,123,25,1,0.4,0.2,Tr,10,3,0.0,46,0.3,47,19,44,12,0.04,0.21,0.2,0
63,Cream,Regular,1 oz,28,54,99,2,10,6.2,2.8,0.4,31,1,0.0,23,0.3,34,84,405,108,Tr,0.06,Tr,0
64,Cream,,1 tbsp,15,54,51,1,5,3.2,1.4,0.2,16,Tr,0.0,12,0.2,17,43,207,55,Tr,0.03,Tr,0
65,Cream,Low fat,1 tbsp,15,64,35,2,3,1.7,0.7,0.1,8,1,0.0,17,0.3,25,44,108,33,Tr,0.04,Tr,0
66,Cream,Fat free,1 tbsp,16,76,15,2,Tr,0.1,0.1,Tr,1,1,0.0,29,Tr,25,85,145,44,0.01,0.03,Tr,0
67,Cream,Feta,1 oz,28,55,75,4,6,4.2,1.3,0.2,25,1,0.0,140,0.2,18,316,127,36,0.04,0.24,0.3,0
68,Cream,"Low fat, cheddar or colby",1 oz,28,63,49,7,2,1.2,0.6,0.1,6,1,0.0,118,0.1,19,174,66,18,Tr,0.06,Tr,0
69,"Mozzarella, made with",Whole milk,1 oz,28,54,80,6,6,3.7,1.9,0.2,22,1,0.0,147,0.1,19,106,225,68,Tr,0.07,Tr,0
70,"Mozzarella, made with",Part skim milk (low moisture),1 oz,28,49,79,8,5,3.1,1.4,0.1,15,1,0.0,207,0.1,27,150,199,54,0.01,0.10,Tr,0
71,"Mozzarella, made with",Muenster,1 oz,28,42,104,7,9,5.4,2.5,0.2,27,Tr,0.0,203,0.1,38,178,318,90,Tr,0.09,Tr,0
72,"Mozzarella, made with",Neufchatel,1 oz,28,62,74,3,7,4.2,1.9,0.2,22,1,0.0,21,0.1,32,113,321,85,Tr,0.06,Tr,0
73,"Mozzarella, made with","Parmesan, grated",1 cup,100,18,456,42,30,19.1,8.7,0.7,79,4,0.0,1376,1.0,107,1862,701,173,0.05,0.39,0.3,0
74,"Mozzarella, made with",,1 tbsp,5,18,23,2,2,1.0,0.4,Tr,4,Tr,0.0,69,Tr,5,93,35,9,Tr,0.02,Tr,0
75,"Mozzarella, made with",,1 oz,28,18,129,12,9,5.4,2.5,0.2,22,1,0.0,390,0.3,30,528,199,49,0.01,0.11,0.1,0
76,"Mozzarella, made with",Provolone,1 oz,28,41,100,7,8,4.8,2.1,0.2,20,1,0.0,214,0.1,39,248,231,75,0.01,0.09,Tr,0
77,"Ricotta, made with",Whole milk,1 cup,246,72,428,28,32,20.4,8.9,0.9,124,7,0.0,509,0.9,257,207,1205,330,0.03,0.48,0.3,0
78,"Ricotta, made with",Part skim milk,1 cup,246,74,340,28,19,12.1,5.7,0.6,76,13,0.0,669,1.1,308,307,1063,278,0.05,0.46,0.2,0
79,"Ricotta, made with",Swiss,1 oz,28,37,107,8,8,5.0,2.1,0.3,26,1,0.0,272,Tr,31,74,240,72,0.01,0.10,Tr,0
80,American,Regular,1 oz,28,39,106,6,9,5.6,2.5,0.3,27,Tr,0.0,174,0.1,46,406,343,82,0.01,0.10,Tr,0
81,American,Fat free,1 slice,21,57,31,5,Tr,0.1,Tr,Tr,2,3,0.0,145,0.1,60,321,308,92,0.01,0.10,Tr,0
82,American,Swiss,1 oz,28,42,95,7,7,4.5,2.0,0.2,24,1,0.0,219,0.2,61,388,229,65,Tr,0.08,Tr,0
83,American,"Pasteurized process cheese food, American",1 oz,28,43,93,6,7,4.4,2.0,0.2,18,2,0.0,163,0.2,79,337,259,62,0.01,0.13,Tr,0
84,American,"Pasteurized process cheese spread, American",1 oz,28,48,82,5,6,3.8,1.8,0.2,16,2,0.0,159,0.1,69,381,223,54,0.01,0.12,Tr,0
85,"Cream, sweet",Half and half (cream and milk),1 cup,242,81,315,7,28,17.3,8.0,1.0,89,10,0.0,254,0.2,314,98,1050,259,0.08,0.36,0.2,2
86,"Cream, sweet",,1 tbsp,15,81,20,Tr,2,1.1,0.5,0.1,6,1,0.0,16,Tr,19,6,65,16,0.01,0.02,Tr,Tr
87,"Cream, sweet","Light, coffee, or table",1 cup,240,74,469,6,46,28.8,13.4,1.7,159,9,0.0,231,0.1,292,95,1519,437,0.08,0.36,0.1,2
88,"Cream, sweet",,1 tbsp,15,74,29,Tr,3,1.8,0.8,0.1,10,1,0.0,14,Tr,18,6,95,27,Tr,0.02,Tr,Tr
89,"Whipping, unwhipped",Light,1 cup,239,64,699,5,74,46.2,21.7,2.1,265,7,0.0,166,0.1,231,82,2694,705,0.06,0.30,0.1,1
90,"Whipping, unwhipped",,1 tbsp,15,64,44,Tr,5,2.9,1.4,0.1,17,Tr,0.0,10,Tr,15,5,169,44,Tr,0.02,Tr,Tr
91,"Whipping, unwhipped",Heavy,1 cup,238,58,821,5,88,54.8,25.4,3.3,326,7,0.0,154,0.1,179,89,3499,1002,0.05,0.26,0.1,1
92,"Whipping, unwhipped",,1 tbsp,15,58,52,Tr,6,3.5,1.6,0.2,21,Tr,0.0,10,Tr,11,6,221,63,Tr,0.02,Tr,Tr
93,"Whipping, unwhipped",Whipped topping (pressurized),1 cup,60,61,154,2,13,8.3,3.9,0.5,46,7,0.0,61,Tr,88,78,506,124,0.02,0.04,Tr,0
94,"Whipping, unwhipped",,1 tbsp,3,61,8,Tr,1,0.4,0.2,Tr,2,Tr,0.0,3,Tr,4,4,25,6,Tr,Tr,Tr,0
95,"Cream, sour",Regular,1 cup,230,71,493,7,48,30.0,13.9,1.8,102,10,0.0,268,0.1,331,123,1817,449,0.08,0.34,0.2,2
96,"Cream, sour",,1 tbsp,12,71,26,Tr,3,1.6,0.7,0.1,5,1,0.0,14,Tr,17,6,95,23,Tr,0.02,Tr,Tr
97,"Cream, sour",Reduced fat,1 tbsp,15,80,20,Tr,2,1.1,0.5,0.1,6,1,0.0,16,Tr,19,6,68,17,0.01,0.02,Tr,Tr
98,"Cream, sour",Fat free,1 tbsp,16,81,12,Tr,0,0.0,0.0,0.0,1,2,0.0,20,0.0,21,23,100,13,0.01,0.02,Tr,0
99,Creamer,Liquid (frozen),1 tbsp,15,77,20,Tr,1,0.3,1.1,Tr,0,2,0.0,1,Tr,29,12,13,1,0.00,0.00,0.0,0
100,Creamer,Powdered,1 tsp,2,2,11,Tr,1,0.7,Tr,Tr,0,1,0.0,Tr,Tr,16,4,4,Tr,0.00,Tr,0.0,0
101,Whipped topping,Frozen,1 cup,75,50,239,1,19,16.3,1.2,0.4,0,17,0.0,5,0.1,14,19,646,65,0.00,0.00,0.0,0
102,Whipped topping,,1 tbsp,4,50,13,Tr,1,0.9,0.1,Tr,0,1,0.0,Tr,Tr,1,1,34,3,0.00,0.00,0.0,0
103,Whipped topping,"Powdered, prepared with whole milk",1 cup,80,67,151,3,10,8.5,0.7,0.2,8,13,0.0,72,Tr,121,53,289,39,0.02,0.09,Tr,1
104,Whipped topping,,1 tbsp,4,67,8,Tr,Tr,0.4,Tr,Tr,Tr,1,0.0,4,Tr,6,3,14,2,Tr,Tr,Tr,Tr
105,Whipped topping,Pressurized,1 cup,70,60,184,1,16,13.2,1.3,0.2,0,11,0.0,4,Tr,13,43,331,33,0.00,0.00,0.0,0
106,Whipped topping,,1 tbsp,4,60,11,Tr,1,0.8,0.1,Tr,0,1,0.0,Tr,Tr,1,2,19,2,0.00,0.00,0.0,0
107,Whipped topping,"Sour dressing (filled cream type, nonbutterfat)",1 cup,235,75,417,8,39,31.2,4.6,1.1,13,11,0.0,266,0.1,380,113,24,5,0.09,0.38,0.2,2
108,Whipped topping,,1 tbsp,12,75,21,Tr,2,1.6,0.2,0.1,1,1,0.0,14,Tr,19,6,1,Tr,Tr,0.02,Tr,Tr
109,"Frozen yogurt, soft serve",Chocolate,cup,72,64,115,3,4,2.6,1.3,0.2,4,18,1.6,106,0.9,188,71,115,31,0.03,0.15,0.2,Tr
110,"Frozen yogurt, soft serve",Vanilla,cup,72,65,114,3,4,2.5,1.1,0.2,1,17,0.0,103,0.2,152,63,153,41,0.03,0.16,0.2,1
111,Regular,Chocolate,cup,66,56,143,3,7,4.5,2.1,0.3,22,19,0.8,72,0.6,164,50,275,79,0.03,0.13,0.1,Tr
112,Regular,Vanilla,cup,66,61,133,2,7,4.5,2.1,0.3,29,16,0.0,84,0.1,131,53,270,77,0.03,0.16,0.1,Tr
113,Regular,"Light (50% reduced fat), vanilla",cup,66,68,92,3,3,1.7,0.8,0.1,9,15,0.0,92,0.1,139,56,109,31,0.04,0.17,0.1,1
114,Regular,"Premium low fat, chocolate",cup,72,61,113,3,2,1.0,0.6,0.1,7,22,0.7,107,0.4,179,50,163,47,0.02,0.13,0.1,1
115,Regular,"Rich, vanilla",cup,74,57,178,3,12,7.4,3.4,0.4,45,17,0.0,87,Tr,118,41,476,136,0.03,0.12,0.1,1
116,Regular,"Soft serve, french vanilla",cup,86,60,185,4,11,6.4,3.0,0.4,78,19,0.0,113,0.2,152,52,464,132,0.04,0.16,0.1,1
117,Regular,Sherbet,orange cup,74,66,102,1,1,0.9,0.4,0.1,4,22,0.0,40,0.1,71,34,56,10,0.02,0.06,Tr,2
118,"Fluid, no milk solids added",Whole (3.3% fat),1 cup,244,88,150,8,8,5.1,2.4,0.3,33,11,0.0,291,0.1,370,120,307,76,0.09,0.40,0.2,2
119,"Fluid, no milk solids added",Reduced fat (2%),1 cup,244,89,121,8,5,2.9,1.4,0.2,18,12,0.0,297,0.1,377,122,500,139,0.10,0.40,0.2,2
120,"Fluid, no milk solids added",Lowfat (1%),1 cup,244,90,102,8,3,1.6,0.7,0.1,10,12,0.0,300,0.1,381,123,500,144,0.10,0.41,0.2,2
121,"Fluid, no milk solids added",Nonfat (skim),1 cup,245,91,86,8,Tr,0.3,0.1,Tr,4,12,0.0,302,0.1,406,126,500,149,0.09,0.34,0.2,2
122,"Fluid, no milk solids added",Buttermilk,1 cup,245,90,99,8,2,1.3,0.6,0.1,9,12,0.0,285,0.1,371,257,81,20,0.08,0.38,0.1,2
123,Canned,"Condensed, sweetened",1 cup,306,27,982,24,27,16.8,7.4,1.0,104,166,0.0,868,0.6,1136,389,1004,248,0.28,1.27,0.6,8
124,Evaporated,Whole milk,1 cup,252,74,339,17,19,11.6,5.9,0.6,74,25,0.0,657,0.5,764,267,612,136,0.12,0.80,0.5,5
125,Evaporated,Skim milk,1 cup,256,79,199,19,1,0.3,0.2,Tr,9,29,0.0,741,0.7,849,294,1004,300,0.12,0.79,0.4,3
126,Dried,Buttermilk,1 cup,120,3,464,41,7,4.3,2.0,0.3,83,59,0.0,1421,0.4,1910,621,262,65,0.47,1.89,1.1,7
127,,,,,,,,,,,,12,35,0.0,837,0.2,1160,373,1612,483,0.28,1.19,0.6,4
128,Dried,Whole,1 cup,250,82,208,8,8,5.3,2.5,0.3,31,26,2.0,280,0.6,417,149,303,73,0.09,0.41,0.3,2
129,Dried,Reduced fat (2%),1 cup,250,84,179,8,5,3.1,1.5,0.2,17,26,1.3,284,0.6,422,151,500,143,0.09,0.41,0.3,2
130,Dried,Lowfat (1%),1 cup,250,85,158,8,3,1.5,0.8,0.1,7,26,1.3,287,0.6,426,152,500,148,0.10,0.42,0.3,2
131,Mono- Poly-,Eggnog (commercial),1 cup,254,74,342,10,19,11.3,5.7,0.9,149,34,0.0,330,0.5,420,138,894,203,0.09,0.48,0.3,4
132,"Milk shake, thick",Chocolate,10.6 fl oz,300,72,356,9,8,5.0,2.3,0.3,32,63,0.9,396,0.9,672,333,258,63,0.14,0.67,0.4,0
133,"Milk shake, thick",Vanilla,11 fl oz,313,74,350,12,9,5.9,2.7,0.4,37,56,0.0,457,0.3,572,299,357,88,0.09,0.61,0.5,0
134,Made with lowfat milk,Fruit flavored 8-,oz container,227,74,231,10,2,1.6,0.7,0.1,10,43,0.0,345,0.2,442,133,104,25,0.08,0.40,0.2,1
135,Made with lowfat milk,Plain 8-,oz container,227,85,144,12,4,2.3,1.0,0.1,14,16,0.0,415,0.2,531,159,150,36,0.10,0.49,0.3,2
136,Made with nonfat milk,Fruit flavored 8-,oz container,227,75,213,10,Tr,0.3,0.1,Tr,5,43,0.0,345,0.2,440,132,16,5,0.09,0.41,0.2,2
137,Made with nonfat milk,Plain 8-,oz container,227,85,127,13,Tr,0.3,0.1,Tr,4,17,0.0,452,0.2,579,174,16,5,0.11,0.53,0.3,2
138,Without added milk solids,"Made with whole milk, plain 8-",oz container,227,88,139,8,7,4.8,2.0,0.2,29,11,0.0,274,0.1,351,105,279,68,0.07,0.32,0.2,1
139,Without added milk solids,"Made with nonfat milk, low calorie sweetener, vanilla or",lemon flavor 8-oz container,227,87,98,9,Tr,0.3,0.1,Tr,5,17,0.0,325,0.3,402,134,0,0,0.08,0.37,0.2,2
140,Raw,Whole,1 medium,44,75,66,5,4,1.4,1.7,0.6,187,1,0.0,22,0.6,53,55,279,84,0.03,0.22,Tr,0
141,Raw,,1 large,50,75,75,6,5,1.6,1.9,0.7,213,1,0.0,25,0.7,61,63,318,96,0.03,0.25,Tr,0
142,Raw,1 extra,large,58,75,86,7,6,1.8,2.2,0.8,247,1,0.0,28,0.8,70,73,368,111,0.04,0.29,Tr,0
143,Raw,White,1 large,33,88,17,4,0,0.0,0.0,0.0,0,Tr,0.0,2,Tr,48,55,0,0,Tr,0.15,Tr,0
144,Raw,Yolk,1 large,17,49,59,3,5,1.6,1.9,0.7,213,Tr,0.0,23,0.6,16,7,323,97,0.03,0.11,Tr,0
145,"Cooked, whole","Fried, in margarine, with salt",1 large,46,69,92,6,7,1.9,2.7,1.3,211,1,0.0,25,0.7,61,162,394,114,0.03,0.24,Tr,0
146,"Cooked, whole","Hard cooked, shell removed",1 large,50,75,78,6,5,1.6,2.0,0.7,212,1,0.0,25,0.6,63,62,280,84,0.03,0.26,Tr,0
147,,,,,,,,,,,,577,2,0.0,68,1.6,171,169,762,228,0.09,0.70,0.1,0
148,"Cooked, whole","Poached, with salt",1 large,50,75,75,6,5,1.5,1.9,0.7,212,1,0.0,25,0.7,60,140,316,95,0.02,0.22,Tr,0
149,"Cooked, whole","Scrambled, in margarine, with whole milk, salt",1 large,61,73,101,7,7,2.2,2.9,1.3,215,1,0.0,43,0.7,84,171,416,119,0.03,0.27,Tr,Tr
150,"Cooked, whole","Egg substitute, liquid",cup,63,83,53,8,2,0.4,0.6,1.0,1,Tr,0.0,33,1.3,208,112,1361,136,0.07,0.19,0.1,0
151,Fats and Oils,Salted,1 stick,113,16,813,1,92,57.3,26.6,3.4,248,Tr,0.0,27,0.2,29,937,3468,855,0.01,0.04,Tr,0
152,Fats and Oils,,1 tbsp,14,16,102,Tr,12,7.2,3.3,0.4,31,Tr,0.0,3,Tr,4,117,434,107,Tr,Tr,Tr,0
153,Fats and Oils,,1 tsp,5,16,36,Tr,4,2.5,1.2,0.2,11,Tr,0.0,1,Tr,1,41,153,38,Tr,Tr,Tr,0
154,Fats and Oils,Unsalted,1 stick,113,18,813,1,92,57.3,26.6,3.4,248,Tr,0.0,27,0.2,29,12,3468,855,0.01,0.04,Tr,0
155,Fats and Oils,Lard,1 cup,205,0,1849,0,205,80.4,92.5,23.0,195,0,0.0,Tr,0.0,Tr,Tr,0,0,0.00,0.00,0.0,0
156,Fats and Oils,,1 tbsp,13,0,115,0,13,5.0,5.8,1.4,12,0,0.0,Tr,0.0,Tr,Tr,0,0,0.00,0.00,0.0,0
157,Fats and Oils,Hard (,4 sticks per lb) 1 stick,113,16,815,1,91,17.9,40.6,28.8,0,1,0.0,34,0.1,48,1070,4050,906,0.01,0.04,Tr,Tr
158,Fats and Oils,,1 tbsp,14,16,101,Tr,11,2.2,5.0,3.6,0,Tr,0.0,4,Tr,6,132,500,112,Tr,0.01,Tr,Tr
159,Fats and Oils,,1 tsp,5,16,34,Tr,4,0.7,1.7,1.2,0,Tr,0.0,1,Tr,2,44,168,38,Tr,Tr,Tr,Tr
160,Fats and Oils,Soft,1 cup,227,16,1626,2,183,31.3,64.7,78.5,0,1,0.0,60,0.0,86,2449,8106,1814,0.02,0.07,Tr,Tr
161,Fats and Oils,,1 tsp,5,16,34,Tr,4,0.6,1.3,1.6,0,Tr,0.0,1,0.0,2,51,168,38,Tr,Tr,Tr,Tr
162,Mono- Poly-,Hard (,4 sticks per lb) 1 stick,115,37,621,1,70,16.2,29.9,20.8,0,0,0.0,24,0.0,34,1143,4107,919,0.01,0.03,Tr,Tr
163,Mono- Poly-,,1 tbsp,14,37,76,Tr,9,2.0,3.6,2.5,0,0,0.0,3,0.0,4,139,500,112,Tr,Tr,Tr,Tr
164,Mono- Poly-,,1 tsp,5,37,26,Tr,3,0.7,1.2,0.9,0,0,0.0,1,0.0,1,48,171,38,Tr,Tr,Tr,Tr
165,Mono- Poly-,Soft,1 cup,229,37,1236,1,139,29.3,72.1,31.6,0,0,0.0,48,0.0,68,2276,8178,1830,0.02,0.06,Tr,Tr
166,Mono- Poly-,,1 tsp,5,37,26,Tr,3,0.6,1.5,0.7,0,0,0.0,1,0.0,1,48,171,38,Tr,Tr,Tr,Tr
167,Mono- Poly-,Spread (about 40% fat),1 cup,232,58,801,1,90,17.9,36.4,32.0,0,1,0.0,41,0.0,59,2226,8285,1854,0.01,0.05,Tr,Tr
168,Mono- Poly-,,1 tsp,5,58,17,Tr,2,0.4,0.8,0.7,0,Tr,0.0,1,0.0,1,46,171,38,Tr,Tr,Tr,Tr
169,Mono- Poly-,Margarine butter blend,1 stick,113,16,811,1,91,32.1,37.0,18.0,99,1,0.0,32,0.1,41,1014,4035,903,0.01,0.04,Tr,Tr
170,Mono- Poly-,,1 tbsp,14,16,102,Tr,11,4.0,4.7,2.3,12,Tr,0.0,4,Tr,5,127,507,113,Tr,Tr,Tr,Tr
171,"Oils, salad or cooking",Canola,1 cup,218,0,1927,0,218,15.5,128.4,64.5,0,0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.0,0
172,"Oils, salad or cooking",,1 tbsp,14,0,124,0,14,1.0,8.2,4.1,0,0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.0,0
173,"Oils, salad or cooking",Corn,1 cup,218,0,1927,0,218,27.7,52.8,128.0,0,0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.0,0
174,"Oils, salad or cooking",,1 tbsp,14,0,120,0,14,1.7,3.3,8.0,0,0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.0,0
175,"Oils, salad or cooking",Olive,1 cup,216,0,1909,0,216,29.2,159.2,18.1,0,0,0.0,Tr,0.8,0,Tr,0,0,0.00,0.00,0.0,0
176,"Oils, salad or cooking",,1 tbsp,14,0,119,0,14,1.8,9.9,1.1,0,0,0.0,Tr,0.1,0,Tr,0,0,0.00,0.00,0.0,0
177,"Oils, salad or cooking",Peanut,1 cup,216,0,1909,0,216,36.5,99.8,69.1,0,0,0.0,Tr,0.1,Tr,Tr,0,0,0.00,0.00,0.0,0
178,"Oils, salad or cooking",,1 tbsp,14,0,119,0,14,2.3,6.2,4.3,0,0,0.0,Tr,Tr,Tr,Tr,0,0,0.00,0.00,0.0,0
179,"Oils, salad or cooking","Safflower, high oleic",1 cup,218,0,1927,0,218,13.5,162.7,31.3,0,0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.0,0
180,"Oils, salad or cooking",,1 tbsp,14,0,120,0,14,0.8,10.2,2.0,0,0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.0,0
181,"Oils, salad or cooking",Sesame,1 cup,218,0,1927,0,218,31.0,86.5,90.9,0,0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.0,0
182,"Oils, salad or cooking",,1 tbsp,14,0,120,0,14,1.9,5.4,5.7,0,0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.0,0
183,"Oils, salad or cooking","Soybean, hydrogenated",1 cup,218,0,1927,0,218,32.5,93.7,82.0,0,0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.0,0
184,"Oils, salad or cooking",,1 tbsp,14,0,120,0,14,2.0,5.8,5.1,0,0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.0,0
185,"Oils, salad or cooking","Soybean, hydrogenated and cottonseed oil blend",1 cup,218,0,1927,0,218,39.2,64.3,104.9,0,0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.0,0
186,"Oils, salad or cooking",,1 tbsp,14,0,120,0,14,2.4,4.0,6.5,0,0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.0,0
187,"Oils, salad or cooking",Sunflower,1 cup,218,0,1927,0,218,22.5,42.5,143.2,0,0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.0,0
188,"Oils, salad or cooking",,1 tbsp,14,0,120,0,14,1.4,2.7,8.9,0,0,0.0,0,0.0,0,0,0,0,0.00,0.00,0.0,0
189,Blue cheese,Regular,1 tbsp,15,32,77,1,8,1.5,1.9,4.3,3,1,0.0,12,Tr,6,167,32,10,Tr,0.02,Tr,Tr
190,Blue cheese,Low calorie,1 tbsp,15,80,15,1,1,0.4,0.3,0.4,Tr,Tr,0.0,14,0.1,1,184,2,Tr,Tr,0.02,Tr,Tr
191,Caesar,Regular,1 tbsp,15,34,78,Tr,8,1.3,2.0,4.8,Tr,Tr,Tr,4,Tr,4,158,3,Tr,Tr,Tr,Tr,0
192,Caesar,Low calorie,1 tbsp,15,73,17,Tr,1,0.1,0.2,0.4,Tr,3,Tr,4,Tr,4,162,3,Tr,Tr,Tr,Tr,0
193,French,Regular,1 tbsp,16,38,67,Tr,6,1.5,1.2,3.4,0,3,0.0,2,0.1,12,214,203,20,Tr,Tr,Tr,0
194,French,Low calorie,1 tbsp,16,69,22,Tr,1,0.1,0.2,0.6,0,4,0.0,2,0.1,13,128,212,21,0.00,0.00,0.0,0
195,Italian,Regular,1 tbsp,15,38,69,Tr,7,1.0,1.6,4.1,0,1,0.0,1,Tr,2,116,11,4,Tr,Tr,Tr,0
196,Italian,Low calorie,1 tbsp,15,82,16,Tr,1,0.2,0.3,0.9,1,1,Tr,Tr,Tr,2,118,0,0,0.00,0.00,0.0,0
197,Mayonnaise,Regular,1 tbsp,14,15,99,Tr,11,1.6,3.1,5.7,8,Tr,0.0,2,0.1,5,78,39,12,0.00,0.00,Tr,0
198,,,,,,,,,,,,0,1,0.0,0,0.0,10,107,18,2,0.00,0.00,0.0,0
199,Mayonnaise,Fat free,1 tbsp,16,84,12,0,Tr,0.1,0.1,0.2,0,2,0.6,0,0.0,15,190,0,0,0.00,0.00,0.0,0
200,Russian,Regular,1 tbsp,15,35,76,Tr,8,1.1,1.8,4.5,3,2,0.0,3,0.1,24,133,106,32,0.01,0.01,0.1,1
